,cod_reg_rbd,nom_reg_rbd_a,cod_com_rbd,nom_com_rbd,cod_depe2,rural_rbd,cod_ense2,cod_jor,mrun,gen_alu_x,edad_alu,cod_reg_alu,prom_gral,asistencia,codigo_unico,gen_alu_y,anio_ing_carr_ori,tipo_inst_3,_merge
4918,4,COQ,4301,OVALLE,1,0,7,3,18243387,2,17,4,"6,4",100,I116S11C145J1V1,2,2021,Institutos Profesionales,both
23623,14,RIOS,14108,PANGUIPULLI,1,0,5,3,23131130,1,19,7,"4,6",100,I430S20C326J1V1,1,2021,Centros de Formación Técnica,both
45779,1,TPCA,1101,IQUIQUE,2,1,5,1,20094613,1,18,1,"6,1",100,I39S6C71J1V1,1,2021,Universidades Privadas,both
60788,13,RM,13125,QUILICURA,2,0,5,3,15092996,1,18,13,"6,1",95,I144S1C5J1V1,1,2021,Institutos Profesionales,both
56690,14,RIOS,14201,LA UNIÓN,2,1,7,3,19661576,1,19,14,"5,1",100,I917S1C2J1V1,1,2021,Centros de Formación Técnica Estatales,both
26872,13,RM,13101,SANTIAGO,1,0,5,1,14733080,1,17,13,"6,2",100,I4S1C10J1V1,1,2021,Universidades Privadas,both
35394,13,RM,13121,PEDRO AGUIRRE CERDA,2,0,5,3,15969430,1,18,13,"4,8",100,I31S3C12J2V1,1,2021,Universidades Privadas,both
28779,13,RM,13101,SANTIAGO,2,0,5,3,19151740,2,17,13,"5,6",85,I2S1C222J1V1,2,2021,Universidades Privadas,both
8422,5,VALPO,5103,CONCÓN,2,0,5,1,12269230,1,17,5,7,100,I72S1C80J1V1,1,2021,Universidades Estatales CRUCH,both
43114,13,RM,13101,SANTIAGO,3,0,5,1,13392559,2,18,13,"5,7",86,I70S1C931J1V1,2,2021,Universidades Estatales CRUCH,both
9148,5,VALPO,5105,PUCHUNCAVÍ,1,0,7,3,10987699,2,17,5,7,100,I111S4C485J1V1,2,2021,Institutos Profesionales,both
67340,6,LGBO,6116,REQUÍNOA,1,0,5,3,14109670,1,18,6,6,90,I94S1C4J1V1,1,2021,Universidades Privadas CRUCH,both
41414,13,RM,13501,MELIPILLA,1,0,5,3,15470546,1,17,13,"6,4",85,I111S23C48J1V1,1,2021,Institutos Profesionales,both
55842,14,RIOS,14101,VALDIVIA,2,0,5,3,16933982,2,18,14,"6,6",90,I90S1C131J1V2,2,2021,Universidades Privadas CRUCH,both
32511,13,RM,13113,LA REINA,2,0,5,3,18266556,2,17,13,"5,9",85,I111S22C492J1V1,2,2021,Institutos Profesionales,both
7582,5,VALPO,5101,VALPARAÍSO,1,0,7,1,17824657,2,18,5,6,100,I111S2C58J2V1,2,2021,Institutos Profesionales,both
29467,13,RM,13114,LAS CONDES,2,0,5,3,21334102,2,17,13,"6,4",100,I86S3C1J1V1,2,2021,Universidades Privadas CRUCH,both
29076,13,RM,13101,SANTIAGO,3,0,5,3,26245154,2,17,13,"6,8",100,I111S6C62J1V1,2,2021,Institutos Profesionales,both
48104,4,COQ,4102,COQUIMBO,2,0,5,3,22736192,1,18,4,"5,8",85,I100S30C302J2V1,1,2021,Institutos Profesionales,both
28346,13,RM,13101,SANTIAGO,2,0,5,3,15961912,2,18,13,7,85,I70S1C6J1V1,2,2021,Universidades Estatales CRUCH,both
13668,7,MAULE,7102,CONSTITUCIÓN,1,0,5,3,16417399,2,17,7,7,100,I31S2C12J1V1,2,2021,Universidades Privadas,both
10406,6,LGBO,6101,RANCAGUA,1,0,7,3,24274471,1,19,6,6,100,I430S16C34J1V1,1,2021,Centros de Formación Técnica,both
20951,9,ARAUC,9101,TEMUCO,1,0,5,1,24874110,2,18,9,"6,7",100,I10S4C22J1V1,2,2021,Universidades Privadas,both
928,1,TPCA,1101,IQUIQUE,2,0,5,3,14150617,1,17,1,7,100,I81S1C426J1V1,1,2021,Universidades Estatales CRUCH,both
39858,13,RM,13201,PUENTE ALTO,2,0,5,3,13979406,1,17,13,"6,4",100,I19S1C62J1V2,1,2021,Universidades Privadas,both
43337,13,RM,13504,MARÍA PINTO,1,0,7,3,17291715,2,17,13,"6,9",100,I111S23C484J1V1,2,2021,Institutos Profesionales,both
47620,4,COQ,4101,LA SERENA,2,0,5,3,15868649,1,17,2,"6,8",100,I74S1C52J1V2,1,2021,Universidades Estatales CRUCH,both
24960,10,LAGOS,10109,PUERTO VARAS,1,0,5,3,24611155,1,17,10,"6,7",85,I84S2C330J1V2,1,2021,Universidades Estatales CRUCH,both
56881,11,AYSEN,11101,COYHAIQUE,2,0,5,3,10664107,1,19,11,"6,7",95,I896S1C12J1V1,1,2021,Universidades Estatales CRUCH,both
51635,7,MAULE,7301,CURICÓ,2,0,5,3,19725688,1,17,7,"6,7",100,I92S1C14J1V1,1,2021,Universidades Privadas CRUCH,both
62753,13,RM,13105,EL BOSQUE,2,0,5,3,10777896,1,18,13,"6,7",93,I4S9C6J1V1,1,2021,Universidades Privadas,both
22213,9,ARAUC,9103,CUNCO,2,0,5,3,23270631,2,17,9,"6,3",90,I94S1C1J1V1,2,2021,Universidades Privadas CRUCH,both
35045,13,RM,13130,SAN MIGUEL,4,0,7,3,21476636,2,18,13,"6,3",14,I137S1C11J1V1,2,2021,Institutos Profesionales,both
53210,8,BBIO,8103,CHIGUAYANTE,2,0,5,1,13519544,2,17,8,"6,8",99,I69S1C12J1V1,2,2021,Universidades Privadas CRUCH,both
65845,15,AYP,15101,ARICA,2,0,5,3,18922819,1,18,15,"6,7",100,I100S37C304J1V1,1,2021,Institutos Profesionales,both
67528,5,VALPO,5109,VIÑA DEL MAR,2,0,5,3,11104485,2,17,5,"6,8",100,I111S2C8J1V1,2,2021,Institutos Profesionales,both
4961,4,COQ,4301,OVALLE,2,0,5,1,15662016,2,17,4,"5,5",100,I257S1C96J1V1,2,2021,Centros de Formación Técnica,both
24697,10,LAGOS,10101,PUERTO MONTT,3,0,5,3,12907704,2,17,10,"6,9",100,I90S2C97J1V1,2,2021,Universidades Privadas CRUCH,both
22770,9,ARAUC,9117,TEODORO SCHMIDT,5,0,5,3,16799557,2,17,9,"4,1",88,I143S20C92J1V1,2,2021,Institutos Profesionales,both
11982,6,LGBO,6303,CHIMBARONGO,1,0,5,3,13663810,2,17,6,"6,3",95,I260S8C47J1V1,2,2021,Centros de Formación Técnica,both
35709,13,RM,13131,SAN RAMÓN,1,0,7,3,19992854,2,17,13,"4,3",85,I218S1C10J1V2,2,2021,Centros de Formación Técnica,both
40148,13,RM,13401,SAN BERNARDO,1,0,5,3,14623022,2,17,13,"6,7",100,I71S1C71J1V1,2,2021,Universidades Estatales CRUCH,both
18622,8,BBIO,8110,TALCAHUANO,1,0,7,1,24187718,1,17,5,"6,8",95,I75S1C177J1V1,1,2021,Universidades Estatales CRUCH,both
16397,8,BBIO,8301,LOS ÁNGELES,1,0,7,3,18213489,2,17,8,"6,5",100,I87S1C104J1V1,2,2021,Universidades Privadas CRUCH,both
50651,6,LGBO,6117,SAN VICENTE,2,0,5,3,19989836,1,17,6,7,100,I78S1C11J1V1,1,2021,Universidades Estatales CRUCH,both
61824,13,RM,13124,PUDAHUEL,2,0,7,3,20972701,1,18,13,"4,9",100,I111S22C145J2V1,1,2021,Institutos Profesionales,both
67426,5,VALPO,5403,PAPUDO,1,0,7,3,24306113,2,17,5,"6,8",100,I83S1C303J1V1,2,2021,Universidades Estatales CRUCH,both
14648,7,MAULE,7201,CAUQUENES,1,0,5,3,19783044,2,17,7,"6,8",85,I430S26C201J1V1,2,2021,Centros de Formación Técnica,both
16264,8,BBIO,8301,LOS ÁNGELES,1,0,5,3,16198140,1,17,8,"5,8",100,I87S3C307J1V1,1,2021,Universidades Privadas CRUCH,both
39718,13,RM,13201,PUENTE ALTO,2,1,7,3,23365645,1,17,13,"6,3",100,I71S1C14J1V2,1,2021,Universidades Estatales CRUCH,both
61112,13,RM,13125,QUILICURA,2,0,5,3,11944859,2,18,13,"6,1",85,I111S16C85J1V1,2,2021,Institutos Profesionales,both
62299,13,RM,13402,BUIN,1,0,7,3,19992578,1,17,13,"5,2",100,I111S5C361J1V1,1,2021,Institutos Profesionales,both
15352,16,NUBLE,16301,SAN CARLOS,1,0,7,3,13649123,2,18,16,"6,3",100,I75S2C24J1V1,2,2021,Universidades Estatales CRUCH,both
14543,7,MAULE,7406,SAN JAVIER,2,0,5,3,12947860,2,17,7,"6,4",93,I31S2C44J1V1,2,2021,Universidades Privadas,both
53820,8,BBIO,8101,CONCEPCIÓN,2,0,5,3,16745372,2,17,8,"6,8",99,I39S2C16J1V1,2,2021,Universidades Privadas,both
31539,13,RM,13123,PROVIDENCIA,2,0,5,3,20715268,1,18,13,"6,5",85,I100S13C126J1V1,1,2021,Institutos Profesionales,both
58636,13,RM,13114,LAS CONDES,3,0,5,1,14803518,2,18,13,"6,6",86,I23S1C1J1V2,2,2021,Universidades Privadas,both
49474,5,VALPO,5109,VIÑA DEL MAR,2,0,5,3,10995360,2,17,5,6,100,I20S3C23J1V1,2,2021,Universidades Privadas,both
32442,13,RM,13113,LA REINA,1,0,5,3,16206062,2,19,13,"6,8",100,I71S1C777J1V1,2,2021,Universidades Estatales CRUCH,both
44570,13,RM,13101,SANTIAGO,2,0,5,3,21063280,2,17,13,"5,9",86,I86S5C28J1V1,2,2021,Universidades Privadas CRUCH,both
10689,6,LGBO,6101,RANCAGUA,1,0,5,1,12061060,1,17,6,"6,8",93,I70S1C64J1V4,1,2021,Universidades Estatales CRUCH,both
44859,1,TPCA,1107,ALTO HOSPICIO,2,1,7,3,25149993,1,19,1,"5,6",85,I100S15C144J2V1,1,2021,Institutos Profesionales,both
17566,8,BBIO,8101,CONCEPCIÓN,5,0,5,1,14310867,1,17,8,"6,8",90,I75S1C11J1V2,1,2021,Universidades Estatales CRUCH,both
12186,6,LGBO,6310,SANTA CRUZ,2,0,5,3,12416301,2,17,6,"6,9",100,I78S1C237J1V1,2,2021,Universidades Estatales CRUCH,both
23068,14,RIOS,14101,VALDIVIA,1,0,7,3,16275344,1,18,14,"5,2",85,I430S20C131J1V1,1,2021,Centros de Formación Técnica,both
57708,13,RM,13115,LO BARNECHEA,3,0,5,3,23227272,1,17,13,"6,6",100,I23S1C1J1V2,1,2021,Universidades Privadas,both
53300,8,BBIO,8110,TALCAHUANO,2,0,5,3,9686522,2,17,8,"5,9",100,I45S1C15J1V1,2,2021,Universidades Privadas,both
3212,3,ATCMA,3101,COPIAPÓ,1,0,5,3,22615328,1,18,3,"5,5",100,I79S1C146J1V1,1,2021,Universidades Estatales CRUCH,both
48643,5,VALPO,5804,VILLA ALEMANA,2,0,5,3,12604812,2,17,5,"6,6",97,I89S1C24J1V1,2,2021,Universidades Privadas CRUCH,both
